Index,Ring,Middle,Thumb,Pinky
0,0,2.587026474120719,5.886057237773633,3.254902024937363
0,0,0.8221715731896372,3.166379397334617,0
0,0,0,6.440077681379156,0
0,0,0,3.304218730604653,0
0,0,0,8.933429265004731,0
30.050320566359055,16.370045042825407,28.48292124232217,15.645929649246067,7.3650277497713645
150,150,150,23.195938233774026,138.54730703018916
35.70489188532888,10.073121805524707,19.02863220626876,12.975815786015714,1.406096474799421
150,150,150,34.25488921713075,150
150,137.33473278756003,150,16.376088259528576,102.31981252833693
150,130.25549567805083,150,23.366828895734905,92.13469034173325
1.2494195084763002,130.4403911499634,72.81315119323757,13.68440245022357,57.496380990407495
3.3028091642381923,39.20149847422454,53.31697900467924,59.462629059228426,38.99929827858131
1.6396817948350133,40.110661798288135,54.7291998469906,66.71619903633332,37.6185969417557
1.2878793682372456,40.55367104636173,60.89423673387617,60.909996597398475,29.537187154472107
0,137.15589777779232,150,39.86032178554318,114.6459766648465
0,115.93052934118317,150,19.790489718310702,72.05183947287513
0,95.10080411578872,150,20.899434117660235,61.785410150615725
0,89.44039466922094,1.2260365393538806,21.001277230672986,77.16778799357307
0,62.91778177731176,0,29.034663067297508,45.520232530978554
0,89.04609407109788,0,41.655767620109174,38.14182042689599
0,84.3730672826915,0,29.598843280004367,47.869283306233115
0,69.45623602145498,0,27.36019885834763,48.98340754170813
0,58.44004713289813,12.895193045019921,35.55130607318756,36.76522143952716
0,0,1.4198069500722117,0,0
1.317990564203414,0,0,5.413233890077979,0
0,0,0,10.13668499829899,1.3930908017353534
80.00662579412295,86.51623150468714,105.21092680293555,0,38.08371188294338
88.71165906877579,69.53958665952896,91.60039005231661,0,25.05356128116687
112.84165693147507,87.87558225431931,113.8033073058254,0,30.818915358819815
91.05940171126034,83.87320796256755,95.61882006721304,0,31.400305507509323
98.03154860415405,82.3329921320691,104.49690665227628,0,28.443918345944212
101.47989225497278,83.22786756697002,105.11717351020428,0,32.43337088878662
98.71970764406939,74.58390134990165,99.27200599311679,0,24.498902546295014
0,2.0991321514991195,1.5323049782920986,12.234280486473814,0
9.511225745688526,0.5744583514912108,3.1572686476507372,8.503493413147263,1.0564724330262247
140.11785681152148,150,150,1.345749429639994,150
5.819516269830967,5.6327595510529544,5.296940481947058,0,5.377743216486229
39.234782428642525,7.515262500892659,8.986095920984932,2.070044899086475,6.001296762737681
1.2154171522255512,1.8581343203546696,1.2120753036653564,0,0.44094287576550073
0,5.27857660726965,0.38970615066116315,0,16.1482334410973
4.587805759979743,39.92536602170044,27.803551483941835,42.81630542883595,26.56469717704145
0,8.969272228943199,0,0,21.387390126996223
150,150,150,13.120171667844394,150
